Codigo;produto;QTD.;Vlr Unit.
1564; LEITE DE ROSAS 170ML;4;5,5
1562; LEITE DE ROSAS 60ML;3;2,6
1561; LEITE HID PAIXAO ONLY YOU 200M;2;10
2489; LEITE HID PAIXAO PARIS 200ML;4;10
1736; LEITE HID PAIXAO TENTADO 200ML;5;10
658; LEITE MAG 120ML PHILLIPS;4;23,52
4585; LEITE MAGNES PHILLIPS HORT 350;1;30,12
19671; LEITE MAGNESIA PHIL 350ML;4;34
3441; LEITE NAN 1 CONFORT 800G;1;88
2511; LEITE NAN COMFOR 2 800G;3;87
15555; LEITE NAN COMFOR 3 800G;1;84
12469; LEITE NINHO 1+ 400G;2;34
22758; LEITE NINHO PO FASES +1 800G;1;58
29839; LEITE PAIXAO 400ML INSPIRADOR;2;15
30269; LEITE PAIXAO 400ML IRRESISTIVE;3;15
31058; LEMONT 10/5MG 14CP;1;144,81
31725; LEN PAP KLEENEX L100P80;10;9
33625; LEN UMED BABY LONEY TUNES C 48;10;6
36595; LENC PAPEL MIMMO 100UN;10;9
25850; LENC UMED FIESTA  C/450 UN;1;10,5
28968; LENC UMED NANE 100UN SONHO BOM;26;12
17746; LENCO COTTON LINE ROSA 70UN;2;5,5
8701; LENCO DE PAPEL SOFTYS C/50 UNS;11;6,5
33901; LENCO KLEENEX BOLSO DIA A DIA;30;1,6
12840; LENCO KLEENEX CLASSIC C/ 60 UN;6;5
34507; LENCO UMED COTTON 70UN PT LIL;1;5,5
25848; LENCO UMED FIESTA AZUL C/ 450;1;14
23275; LENCOS DE PAPEL RICCA C/10 UN;1;2,5
13212; LETROZOL 2,5MG C/ 30COMP;2;420,12
31192; LEVANLODIPINO 5MG 30CP;1;70
33907; LEVEA-IN DE FORMATACAO DE CACH;1;43
23215; LEVEDURA DE CERVEJA 500MG 280C;1;23,5
7688; LEVEL CAIXA C/63;2;93,93
31533; LEVETIRACETAM 250MG C/30 CP;1;44
36501; LEVETIRACETAM(C1) 250MG C/30 C;4;43,23
23400; LEVOCETIRIZINA 5MG G/NEO 10CPM;7;24,54
36773; LEVOFLOXACINO (G) 750MG 7CPR;1;39,99
34837; LEVOFLOXACINO 750MG 05 CPR;4;32,12
20742; LEVOFLOXACINO 750MG C/5 CPRS;5;42,3
21249; LEVOFLOXACINO 750MG C/7 CPRS;3;52,41
1066; LEVOID 100MCG C/30 COMP;2;18,87
2640; LEVOID 125MCG C/30 COMP;1;28,79
3833; LEVOID 150MG C/30 COMP;1;30,81
5362; LEVOID 25MG C/30 COMP;1;19,55
3817; LEVOID 38MCG C/30 COMP;2;12,82
5492; LEVOID 50MCG C/30 COMP;2;21,9
2783; LEVOID 75MG C/30 COMP;3;22,55
7225; LEVOID 88MCG C/30 COMP;1;28,75
1811; LEXOTAN 3MG C/30 COMP;2;57,44
10766; LIBIAM 2,5MG C/ 28 COMP;1;104,47
33143; LIDE 400MG C/10;2;44,19
21274; LIDIAL POM 50MG/G 5% 25G ;2;15
36793; LIDOCAINA GELEIA 30G (*PHAR);2;23,02
11321; LIDOCAINA POMADA 50MG LARAN 25;5;16
17370; LIDOSPORIN SOL OTO FR 10ML;1;17,53
22407; LIGHT COLOR 1.110 SAFIRA;2;20,5
31017; LILLO 628221 MMD AZUL;3;27,5
25366; LIMIAR 150MG CX 30CPS C1;1;112,82
25861; LIMIAR75MG CX 30CPS C1;2;73,47
25376; LIMP LENT SOLUCAO 470ML;2;45
16406; LIMPADO DE LINGUA HILLO ;3;9
35068; LINADIB 5MG C 30 CPR;1;152
36462; LINADIB DUO 2,5+850MG C 60 CPR;1;151,55
25128; LINOFEME LEV 0,15+ETI ,03 21C;10;10,96
16091; LIPIDIL 160MG C/30;1;169,67
9844; LIPLESS 100MG C/ 60 COMP;1;201,46
12336; LIPLESS 100MG C/ 90 COMP;1;226,09
3826; LIPLESS 100MG C/30 CPS;1;137,7
32748; LIPO TEA LIMAO 75G;3;38
6505; LIPOSIC GEL 10G;2;58,54
5093; LISADOR C/16 COMP;6;51,23
36772; LISADOR COLICA 10+250MG 20COMP;2;28,69
20150; LISADOR DIP 1G 10CPR HY;6;27,15
35951; LISADOR MUSCULAR 16CPR   HYP;2;30,24
6175; LISAHAIR ALISANTE PROFIS.550G;1;49
3330; LISAHAIR NEUTRALIZATE 300ML;2;18,5
34646; LISTERINE 500 ML;1;28
34075; LISTERINE ANTISSEP COOL MINT Z;1;35
34645; LISTERINE COOL MINT 250ML AZ;3;20
7385; LISTERINE ZERO MENTA 250ML;1;20
9222; LISTERINE ZERO MENTA 500ML;4;28
15402; LISTO 4MG 10CPR;4;32,1
35181; LISTO 4MG MENTA C 10 ORODISP B;1;32,1
15399; LISTO 8MG 10CPR;3;60,27
35182; LISTO 8MG MENTA C 10 ORODISP B;1;60,27
5902; LITOCIT 10MG C/60 COMP;1;89,53
25367; LITOCIT 15MEQ CX C/60CP OR-OUT;2;165
10739; LIVIAL 2,5MG C/28 COMP;1;131,53
28680; LIXA PROFISSIONAL CURVA RICCA;2;9
19729; LOC HID BELL CORPUS P/PES 30ML;10;8
31009; LOC HID HIDRAMAIS COLAGENO E V;2;16
32812; LOC HIDR J BABY DERMA PROTEC;1;70
36148; LOC POS BARBA BOZZANO 100ML NI;4;25,5
1526; LOCAO CAMELIA DO BRASIL FEM;3;13
1525; LOCAO CAMELIA DO BRASIL MASC;4;13
36052; LOCAO DES HIDRAMAIS MILK+ 500M;1;16
35296; LOCAO DES. HID. CORP. PELO E P;2;22,5
35297; LOCAO DES. HID. CORP. PELO E P;2;22,5
35298; LOCAO DES. HID. CORP. PELO E P;2;22,5
36053; LOCAO HIDRAMAIS FIRMADORA 400M;3;32
36550; LOCAO HIDRAMAIS NENEM 400ML;3;19
36054; LOCAO HIDRAMAIS PERNAS CANSAD;2;26
36055; LOCAO HIDRAMAIS PREVENCAO ESTR;1;32
36551; LOCAO HIDRAMAIS SONO DO NENEM;1;19
36056; LOCAO HIDRAMAIS UREIA 10 200ML;1;26,01
36021; LOCAO HIDRAT MURIEL AMENDOAS C;2;9
36020; LOCAO HIDRAT MURIEL CEREJA COL;3;9
36018; LOCAO HIDRAT MURIEL TRADICIONA;2;9
33563; LOCAO HIDRATANTE MONANGE HIALU;1;13,5
3751; LOCAO J&J BABY HIDRAT 200ML;3;40
30238; LOCAO NIVEA FIRMADOR Q10 400ML;1;40
14973; LOCAO SFERA NEUTR 500ML;2;17,5
35808; LOLA ACIDIFICANTE TANNIC ACID;3;45
28363; LOLA DANOS VORAZES BOOSTER 250;2;38
27272; LOLA DANOS VORAZES FINAL 200ML;1;34
29027; LOLA DANOS VORAZES SH 250ML;2;32
28362; LOLA DENSIDADE ACIDIFICANTE250;2;43
28271; LOLA DENSIDADE SH 250ML;2;40
26250; LOLA DREAM CREAM MASC 200G;1;26,5
26501; LOLA DREAM CREAM MASC 450G-880;1;46
35810; LOLA MASC A FORMULA 100G;1;26
26062; LOLA MORTE SUBITA COND HID 250;1;33
35776; LOLA PMPK TRIO CRONOLOLA BEMDI;1;65
36702; LOLA PRIMER A FORMULA 200ML;2;36,5
29242; LOLA RAPUNZEL MILK SPRAY 230ML;2;34
29241; LOLA RAPUNZEL SH REJUVEN 230ML;3;33
30197; LOLA RAPUNZEL TONICO 230ML;3;54
27164; LOLA SH SUPER HIDRAT DREAM 250;2;30
27165; LOLA SHA LISO LEVE AND SOLTO ;2;32
36701; LOLA SHAMPOO A FORMULA 250ML;2;31,5
35807; LOLA SHAMPOO TANNIC 250ML;3;36
27056; LOLA SUBITA REPARACAO 250 ML;2;37,5
31340; LOLLY MAM OCEANO AZ 160ML;1;19
25553; LOLY KIT MANICURE INF AZUL;1;27
34802; LONGEVITAN 60 COMP;2;42
3469; LONIUM 40MG C/30 COMP;1;85,77
3207; LORASLIV  10 MG C/ 12 COMP;10;8
23746; LORATADINA 10MG C/12;2;8
7095; LORATADINA XPE 100ML CIMED;3;15,45
30250; LORATADINA XPE AIRELA 100ML;2;14
6808; LORATAMED 10MG C/12 COMP;41;10
17722; LORAZEPAM (B1) 2MG C/30 CO;3;14
4768; LOSART+HIDROCLO 100/25 C/30COM;4;29,56
24323; LOSARTANA 100MG C/30 CPR;6;32
11891; LOSARTANA 50MG C/ 30 COMP;130;4,8
8243; LOSARTANA POT 50MG 30CPR EMS;12;4,8
22281; LOSARTANA POT 50MG 30CPR EUR;500;4,8
4947; LOSARTANA POT 50MG 30CPR GERME;85;4,8
22258; LOSARTANA POT 50MG 30CPR TEU;968;4,8
27445; LOSARTANA POTASSICA  50MG 30C;1;4,8
6705; LOSARTANA POTASSICA 50MG C/30;116;4,8
2574; LOSARTANA+HCT 50/12,5MG 30CPR;9;16
26005; LOSARTANA+HCT100/25 GEOLAB;1;21
36118; LOSARTANA+HCTZ 50/12,5MG 30CPR;2;20
4766; LOTAR 5/100MG C/30 CAPS;1;95,87
9242; LOXONIN 60MG C/30 COMP;1;83,57
24349; LUBRIFIK LUBRIF INTIMO GEL 50G;9;7
31052; LUBRIS 0,5% COL 10ML;1;44,87
34847; LUBRIS 0,5% COL 15ML;2;62
19037; LUFBEM GOTAS 15 ML S/ MORANG;46;7,5
19190; LUFTA GASTRO PRO SACHE UNIDADE;81;5,19
28356; LUFTAFEM 200+500MG 6CP;1;18,34
9538; LUFTAL COMP 40MG CX 20;2;46,11
8782; LUFTAL GOTAS 75MG/ML 15ML;6;35,86
24915; LUFTAL GTS 15ML INFANTIL ;1;40,99
2955; LUFTAL MAX 125MG C/10 CAPS;2;29,71
18430; LUGANO 12+250MCG 60CAP+INAL;1;144,85
19851; LUGANO 12MCG+250MCG 60CAP-;1;113,97
7843; LUMIGAN RC SOL OFTA 3ML;2;176,83
27798; LUNAH / 1MG /ML SOL OFT FR GOT;2;58,77
28285; LUNAH / 2MG/ML SOL OFT FR GOT;2;68,06
28435; LUNERA SOL OFT 10ML;1;71
20803; LUVA CIRUG 7.5 PAR;10;4
27200; LUVA CIRUGICA 6.5 MEDIX;12;4
22123; LUVA G NITRILICA C/100 MEDIX;4;35
19887; LUVA P/PROCED TAM M C/100;7;33
36288; LUVA PLAST DESC C/100 NOBRE 32;1;5
22857; LUVA PROCEDIMENTO M 100UN;21;33
8057; LUVAS DE PROCEDIMENTO M C/ 100;3;33
20802; LUVAS P/PROCED TAM G C/100;4;30
33676; LYBERDIA 40MG/ML 50ML A3;1;588,29
23366; LYNAX GEL BG 30G+10 APLIC;1;89,01
32489; MACA POWER (EM PO + VITAMINAS;2;52
33782; MACA ULTRA EM PO 100G MAXINUTR;2;52
697; MACRODANTINA 100MG C/28 CPS;4;18,03
30116; MAG B CX C/30 CP REV;2;89
34223; MAGNAZIA LEITE MAGN 8% SUSP FR;2;12
7377; MAGNAZIA SUSP 240ML;3;18
33140; MAGNEN B6 30CPR REV (NOVO) - M;1;174
27557; MAGNESIA BISURADA ENV C/10;18;13,75
29277; MAGNESIO DIMALATO 620MG C/60 ;6;24
30990; MAGNESIO DIMALATO DUOM;2;33
18917; MAGNESIO P.A 500MG C/ 60 CAPS ;4;25
32810; MAGNESIO PLUS 90 CAPSULAS 690M;2;90
32114; MAGNESIO QUELATO 60CPS DUOM;1;29
31571; MAGNESIO TREONATO C/ 60 SUPRA;4;37
34022; MAGPLUS 6 - MIX DE MAGNESIOS 6;9;45
34023; MAGPLUS BIOTREONATO - MAGNESIO;3;45
34026; MAGPLUS BISGLICINATO - MAGNESI;5;45
34024; MAGPLUS CLORETO - MAGNESIO 60C;6;45
34025; MAGPLUS DIMALATO - MAGNESIO 60;4;45
34027; MAGPLUS MDK - MAGNESIO D3 E K2;6;45
18183; MAIONESE CAP TODECACH 500G;1;39
27506; MAIONESE SLINE VERM #TODE 500G;1;43,5
28443; MALEATO DE ENALAPRIL 10MG 30C;10;4,8
15332; MALEATO DEXCL 2MG C/20 COMP;1;5,5
19813; MALEATO ENALAPRIL 10MG C/30;21;4,8
11681; MAM 330ML ROSA LOLLY;1;33
11682; MAM BIG AZUL 240ML;2;26
16833; MAM BIG CLEAN 160ML RED;3;17
16834; MAM BIG CLEAN 160ML RED RS;2;17
18021; MAM BIG ZOO 300ML AZUL;1;32,5
33458; MAM LILLO SUPER EVOL 0+ 150ML;2;35
16398; MAM LOLLY 240ML S1370 ROSA;4;14
10246; MAM LOLLY AZUL 330ML AZUL 1206;1;32,5
17227; MAM LOLLY ROSA  250ML 2060;2;24
36309; MAM NEOPAN CRIATIVA 250ML 2571;1;21
36310; MAM NEOPAN CRIATIVA 250ML 2572;1;21
20322; MAM NEOPAN DECORADA 250ML ;1;24
16505; MAM SPECIAL 250ML RED ROSA 306;3;24
19417; MAM ZOO 240ML SIL R AZUL REF;1;21,5
19418; MAM ZOO 240ML SIL R ROS;2;24
21856; MAMAD TIP AZUL LOLLY 3UN;3;36
21855; MAMAD TIP ROSA LOLLY 3UN;3;36
36007; MAMADEIRA AUREA REF 30083/01 A;2;32
36008; MAMADEIRA AUREA REF 30083/01 R;1;32
23915; MAMADEIRA CLEAN 220 ML SIL RED;1;10
24673; MAMADEIRA LOLLY AZUL 150ML;2;15
23917; MAMADEIRA LOLLY AZUL 240ML;1;14
24427; MAMADEIRA LOLLY BIG 300MG AZUL;1;24
12826; MAMADEIRA LOLLY ESSENCE 250ML;3;20
24676; MAMADEIRA LOLLY ROSA 150ML;4;13
36679; MAMADEIRA P.CANINA REF30083/01;2;39
36680; MAMADEIRA P.CANINA REF30083/01;2;39
36677; MAMADEIRA P.CANINA REF30281/01;2;29
36678; MAMADEIRA P.CANINA REF30281/01;2;29
23916; MAMADEIRA ROSA LOLLY 240ML;1;10
24674; MAMADEIRA TIP 1460;1;15
24675; MAMADEIRA TIP 80;3;13
24429; MAMADEIRA TIP SIL 240 ML AZUL ;4;18
24431; MAMADEIRA TIP SIL 240ML ROSA;2;18
24325; MAMADES 75MCG C/28 COMP;2;48,64
11675; MAMD BIG LOLLY FREE 340ML;1;25
14127; MAMY LAN 30 G UNIAO QUIMICA;1;38,23
27391; MAMYPOKO CAL JB RN C/ 36;1;53
29043; MAMYPOKO CAL RG RN C/20;11;33
22161; MANGUITO C/ POLEGAR TAM.G DIGI;3;36
22261; MANTEIGA CACAU RIVKA;23;4
34274; MANTEIGA CAPILAR KOLENE 300G;1;16,01
2261; MANTEIGA DE CACAU ;75;4
35117; MANTEIGA DE CACAU ROLLON 24UN;6;4
7195; MANTEIGA DE CACAU ROLON 6,5ML ;78;5
27366; MANTEIGA HIDRATANTE MURUMURU 3;2;44,5
26398; MANTIDAN 100MG 30 COMPR;2;40,37
30762; MARACUGINA KIDS FR 150ML;2;47,25
17312; MARESIS BABY SOL SPRAY FR 100M;1;61,65
24157; MARESIS HT 2% 100ML;1;62,45
35574; MARESIS PROTECT 0,9%SOL FR 100;2;61,82
10724; MAREVAN 2,5MG C/ 60 COMP;1;36,08
35544; MARSHMALLOW FINI 80G PISTACHE;1;7,5
17797; MAS NEBULIZADOR G TECH INFANTI;3;21,5
34445; MAS OX 500G PEPTIDEOS;1;31
27719; MASACARA INFANTIL 50 UNI;2;25
32933; MASC 400G DABELLE RESGATA FIOS;3;20
26425; MASC BIO EXT 500G - MEL;1;51
33079; MASC BIOEXTRATUS CAMOMILA 250M;2;32
8963; MASC BIOEXTRATUS SPEC MATI 250;1;57
24694; MASC BOTHANICO BANANA 250GR;2;40
34450; MASC C.DOURADO REGARV 1KG PIST;1;14
31427; MASC CABELOS C QUIMICA 300GR;1;23
32093; MASC CACHO 300GR NINGUEM SEGUR;1;23
20092; MASC CAP AMEN MAT 300G BLOND;3;51
35488; MASC CAP DABELLE 400G CEREJA M;3;20
35489; MASC CAP DABELLE 400G MEU CRON;2;20
35491; MASC CAP DABELLE 400G MEU CRON;2;20
35184; MASC CAP INOAR 500G ARGAN COND;4;34
35259; MASC CAP INOAR 500G CICATRIFIO;2;34
35260; MASC CAP INOAR 500G MEU CACHO;6;34
30580; MASC CAP SIAGE LOIRO EXPE 250G;2;67
36149; MASC CAP TRAT INOAR 500G LISO;6;47,5
31656; MASC CAP VULT LIS PROF 250G;1;26
31646; MASC CAP VULT REC HID 250G;1;23,5
17066; MASC COCO SOS 500G;1;27,5
31316; MASC COND ANTIFRIZZ 300GR;3;21,5
30399; MASC CP DOUR AMID/MILHOES 1KG;3;14
31040; MASC CP DOUR CAP/BABOSA 1KG;2;14
30400; MASC CP DOUR DESM/CABELAO 1KG;3;14
35028; MASC DABELLE MILAGRE MEL 400G;2;20
30401; MASC DOURADO REG M.CACHEIA 1K;20;14
14948; MASC ESPEC MATIZ 250G;4;54
29891; MASC EUDORA GLOW EXPERT;2;67
33432; MASC FAC ARGILA PRET ANTIP 130;1;27
33434; MASC FACIAL ARGILA VERM ANTISS;3;27
34659; MASC FACIAL PODEROSO GLOW UP70;2;33
18347; MASC FORCA PIMENTA BIO EX 1KG;2;82
27362; MASC HASKELL CAVALO FORTE 300G;3;53
10119; MASC HASKELL MANDIOCA C/250G;1;44
25491; MASC HASKELL QUINA ROSA 500G;1;49
27365; MASC HID HASKELL LISO F 300G;1;52
19847; MASC HID SALON OPUS VERNIZ 400;2;23
31899; MASC HIDR AMEND ESSENCIAS 250G;1;52
23192; MASC HIDRA NOVEX COLAGENO 400G;1;12
34707; MASC HIDRANUTRE 300GR;3;53
34042; MASC JABORANDI HAIR;4;34
31697; MASC LISO 500GR - LISO ATE FAL;2;28
31696; MASC LOIRO 500GR - AMARELOU GE;2;29,5
36391; MASC MAIS PROTECAO 250G;4;38
17796; MASC NEBULIZADOR G-TECH ADULTO;5;21,5
32089; MASC OH MY 300G AMARELOU;2;23
30600; MASC PIGMENTANTE COLOR POTS 24;2;43
8130; MASC RECONST SHITAKE 1KG BIOEX;1;65
30586; MASC RECONSTROI OS FIOS SIAGE;2;67
30758; MASC REPOSITORA 250G;1;67
33617; MASC S LINE ESC ANTIP 300G;1;22
20415; MASC S LINE SOS KIDS 500G ;1;20
25220; MASC SALON LINE 500GR LOIMATIZ;4;30
26110; MASC SALON LINE MATIZADORA CAS;1;45
26109; MASC SALON LINE MATIZADORA PRE;1;45
31931; MASC SALON SOS BOMBA HIDRAT RE;3;26
33960; MASC SEM FRIZZ SEM DRAM 500GR;2;30
30581; MASC SIAGE CAUT DOS FIOS 250G;1;67
30617; MASC SIAGE LISO INTE 250G SN;3;67
30310; MASC SIAGE NUTRI ROSE 250GR SN;3;67
28764; MASC SL 1K SOS CACHOS ARGININA;1;40
23979; MASC SL MEU LISO SUP VERM 300G;1;38
35573; MASC TRAT SEDA CACHOS DEFINI;1;15
34208; MASC TUTANO VEGANO AVOCADO 250;1;41
29251; MASC. POS PROGRESSIVA 300G HAS;1;51
29910; MASC.HASKELL 900G CAVALO FORTE;1;83
30198; MASC.LOLA RAPUNZEL 450G;3;58
31893; MASC.OH MY! 300GR KIDS LISO;2;24
16162; MASCA FORCA PIMENTA 250G BIOEX;3;51
29424; MASCARA 4D COMBATE FRIZZ 250G;2;67
36194; MASCARA BLOND MATIZADOR 250G D;2;33
7020; MASCARA CAB EXTRA DANIFI 1KG;1;30
36668; MASCARA CACHOS SIM 300G;3;43
20726; MASCARA CAP AMEND REPA 300G;1;51
4183; MASCARA CAP FORT GOTA DOURADA;1;30
35002; MASCARA CAPILAR CONCENTRADA S;1;67
24363; MASCARA CAPILAR PROG 300G;1;51
30779; MASCARA CAVALO FORE HIDRA 300G;3;53
28942; MASCARA COLOR POTS BLACKOUT;1;43
32090; MASCARA CRESCE FORTE CABELAO;2;23
29786; MASCARA CRESPO 300GR - OH MY;1;23
34491; MASCARA DABELLE CACLOS DA INDI;1;25
21102; MASCARA DE CILIOS AZUL;8;18
33245; MASCARA EUDORA REFIL CICA 250G;2;54
33243; MASCARA EUDORA REFIL HAIR 250G;2;54
33246; MASCARA EUDORA REFIL LISO 250G;1;54
19503; MASCARA EVOLUT 500G MATI PRO V;1;30
29376; MASCARA GRISALHOS 250 GR;1;37,5
35106; MASCARA HAIR EXTRATTUS MATIZER;1;27,5
24689; MASCARA HASKEL BANANEIRA 500G;4;71
34143; MASCARA HID SE CURVE 500G;2;55
34142; MASCARA HIDRATACAO EU AMO CRON;3;21,5
36167; MASCARA INTENSIVA PANTENE 270M;1;32
27670; MASCARA KIDS CX 50U AZU;25;25
34043; MASCARA LIQUIDA ACID GLOSS 200;2;73
32784; MASCARA LIQUIDA LAMELAR 200ML;2;72
34638; MASCARA MAIS NUTRICAO 250 GR U;3;38
35109; MASCARA MAT BEAUTY COLOR POTS;2;43
28944; MASCARA MATIZADORA 240G;1;43
34050; MASCARA MELACO DE CANA 250 ML;2;40
23838; MASCARA NIELY GOLD AGUA DE COC;1;14
34144; MASCARA NUTRICAO EU AMO CRONOG;1;21,5
30428; MASCARA PIGMENTANTE BC COLOR P;1;43
2259; MASCARA PLASTICA P/ NEB. ADULT;4;20
3115; MASCARA PLASTICA P/ NEB. INF K;2;20
34145; MASCARA PODER DOS OLEOS SE CUR;1;55
27819; MASCARA PROT. PFF-2 N95;6;4
34044; MASCARA PROTEINAS DO LEITE BOT;3;34
4255; MASCARA QUERAVIT 250G BIO EXTR;2;38
29618; MASCARA QUINA ROSA 300GR HASKE;2;44,5
34146; MASCARA RECONSTRUCAO EU AMO CR;2;21,5
17056; MASCARA S LINE INTENSA SOS 500;3;27
16231; MASCARA S LINE SOS BOMBA 500G;2;26,5
35855; MASCARA S.LINE MEU LISO MATIZ;1;45
27264; MASCARA TRIPLA DESC AZUL C/50;124;10
27895; MASCARA TRIPLA DESCARTAVEL PRE;10;12
35927; MASCARA ULTRA NUTRICAO TECHNO;2;52
33348; MASCARA VEM DE GLICOLICO;2;23
2905; MASSAGEOL AEROSOL 120ML;2;31,23
5114; MASSAGEOL POMADA 15GR;2;10,55
1345; MASSAGEOL POMADA 30GR;4;14
1240; MATERNA C/30 COMP;2;81
25816; MATHERLLY GEST 1000MG C/30;1;40
25967; MAXALGINA 1 GR C/10;2;12,1
13917; MAXALGINA 500MG/ML SOL.ORAL 20;5;4
13423; MAXALT 10MG C/ 2 COMP;1;39,9
651; MAXAPRAN 20MG C/28 COMP;1;83,43
794; MAXIDEX COLIRIO;3;12,28
15564; MAXIDRAT GEL 6MG C/30G;2;63,2
9636; MAXIFLOX COL C/5ML;2;34,61
14745; MAXIFLOX POMADA OFTA 3,5G;2;44,39
21552; MAXIFLOX-D PM OFTAL 3,5G;1;52,53
22038; MAXILERG 0,1% COL 5ML;2;45,38
11812; MAXIMUS A-Z OMEGA 3 C/ 30 CAPS;1;141
19073; MAXINOM POM OFT 3,5G L;1;37,02
34849; MAXINUTRI CALCIUM MAXX D3 CARB;2;45
29293; MAXINUTRI COLAGENO 90CPS;1;68
34636; MAXINUTRI OMEGA 3 C/120CAPS;1;85
12062; MAXITROL COL C/  5ML;3;26,11
713; MAXSULID 400MG C/10 COMP;3;54,79
14979; MAXTON KIT 2.8 PRETO TABACO;2;15
7403; MAXTON KIT N.4.66 VERM.ALEGRIA;4;15
2408; MAXTON+AGU.OXIG.CAST.ESC.N.3.0;1;15
20681; MC CHROME MATIZADOR 250G;1;59
20763; MC MANDIOCA E COCO 250MG BOT;2;40
20672; MC REJU EXCELLENS BOT HAIR 250;2;50
1334; MEBENDAZOL 20MG/ML BELFAR 30ML;1;7
3759; MECLIN 25MG C/15COMP;3;30,72
2966; MECLIN 50MG C/15 COMP;1;55,35
34970; MECLIN MOVE 25MG C/ 5 COMP-OUT;1;13,48
32844; MECOBE 1000 MCG C/ 30;3;52,08
34831; MECOBE 1000MG 90CP;2;137,72
28323; MEDATO 10MG 30CP ;1;46,91
10288; MEDICASP SH C/130ML;2;38
36647; MEDID PRESSAO OMRON BRACO 7142;2;247
24558; MEDIDOR G-TECH GLICOSE ;1;78
6723; MEFEMAMICO 500MG C/12 COMP GEN;4;13,94
30124; MEIA ANTI-TROMB18-23 7/8 TAM-P;3;230
22268; MEIA COMPRESSIVAS LEGLINE VENO;1;108
30125; MEIA COXA ANTI TROMBO M;7;268
13345; MEIA COXA SIGVARI PEQ LONG NAT;3;365
12242; MEIA SGVARIS PEQ CURT NAT ESCU;1;293
10153; MEIA SIGARIS MED LONG MEIA COX;4;388
30523; MEIA SIGV ANTITROMBO G PANT;2;193
30119; MEIA SIGVARIS ANTITRO 18-23P;3;193
26470; MEIA SIGVARIS BASIC 7/8 TAM 20;1;210
12245; MEIA SIGVARIS GDE LONGA NAT ES;1;293
12248; MEIA SIGVARIS GDE LONGA NAT ES;1;365
12244; MEIA SIGVARIS GDE NORMAL NA ES;1;293
12604; MEIA SIGVARIS GRA NORM COXA;1;365
12606; MEIA SIGVARIS GRAN CURTA PANTU;1;314
12605; MEIA SIGVARIS ME NORMAL PANTUR;2;314
12602; MEIA SIGVARIS MED CURTA NAT;1;293
12935; MEIA SIGVARIS MED LONG MEIA CO;2;365
6931; MEIA SIGVARIS MED NOR MAIA COX;1;388
12243; MEIA SIGVARIS MED NORM NA ESCU;2;293
12247; MEIA SIGVARIS MEDIA NORMAL ESC;1;365
13103; MEIA SIGVARIS MEIA COXA MED CU;3;365
13347; MEIA SIGVARIS PANT MED CURT;1;314
12601; MEIA SIGVARIS PE NORMAL ESCURO;2;293
12603; MEIA SIGVARIS PEQ CURTA COXA;2;365
12607; MEIA SIGVARIS PEQ CURTA COXA;2;388
22653; MEIA ULCECONFORT 40M AD M CURT;1;345
26890; MEIA VENOSAN AES 3/4 ANTITROMB;1;127
22868; MEIAS ULCERCONFORT 40MMHG AD P;2;345
33210; MEL EM CREME DABELLE 190 ML MI;2;26
715; MEL ROSADO 30ML;4;8
36092; MELA B3 GEL LIMP ANTIMAN 120G;1;129
31951; MELAGRIAO EXTRA FORTE SPRAY;2;21
32364; MELAGRIAO SPRAY MENTA 30ML;1;15
32079; MELAGRIAO VIT C 1G 30CP;5;40
716; MELAGRIAO XPE CATARINENSE;5;24,32
34531; MELATOMAX GTS 30 ML MARACUJA (;3;26
34532; MELATOMAX PLUS 30CAP;5;24
35561; MELATONINA (ACALENTUS) 120 CPR;2;40
34425; MELATONINA 120 COMP CATARINENS;5;43
27465; MELATONINA 60CP MARACUJA CATAR;3;24
27466; MELATONINA 60CPR;5;24
27467; MELATONINA SEM SABOR 120ML;1;21
2612; MELHORAL AD ENV C/8 CPS;7;14,85
10279; MELOCOX 15MG C/1 AMP;5;11,89
2125; MELOCOX 15MG C/10 COMP;2;56,7
31527; MELOCOX ODT 15MG 10CP;1;53,69
17575; MELOXICAM 15MG C/ 10 COMP;1;8,96
3511; MELOXICAM 15MG C/10 COMP EURO;12;10
688; MELOXICAM 15MG C/10 COMP NEOQU;2;11,89
15400; MEMANTINA 10MG 30 COMP C1;6;24,23
13112; MEMANTINA 10MG C/ 30 COMP;2;31,25
14815; MEMANTINA 10MG C/ 60 COMP EURO;4;39,86
13677; MEMOACTIVE C/ 30 COMP;1;74
33515; MEMORIN FOSFORO+VIT 60CAPS;1;55
5461; MERITOR 2/1000MG C/30 COMP;2;69,46
3836; MERITOR 4/1000MG C/30 COMP;2;93,58
2721; MERTHIOLATE 30ML;2;30,73
10413; MERTHIOLATE SPRAY C/ 45ML;2;54,05
25448; MESALAZINA 800MG C/30CPR;2;107,89
8560; MESIDOX 2MG C/30COMP;1;45,92
11301; MESILATO DE DOXAZOSINA 4MG 30C;4;40,2
23625; METAMUCIL SABOR ORIGINAL;1;144,8
26726; METFORMINA 500MG C/ 30 COMP NQ;47;4,2
17724; METFORMINA 500MG C/ 30 COMP TE;42;8,11
9674; METFORMINA 500MG C/30COMP;638;7,91
17725; METFORMINA 850MG C/ 30 COMP TE;41;9
9382; METFORMINA 850MG C30;827;8
28232; METFORMINA 850MG C30 GEOL;59;8
14551; METICORTEN 20MG C/ 10 COMP;1;37,44
32400; METILCOBALAMINA B12 60CP;8;49
